,date,PriceUSD,AdrActCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1MCnt,CapMrktCurUSD,CapRealUSD,DiffLast,DiffMean,FeeMedUSD,FeeTotUSD,FlowInExUSD,FlowOutExUSD,GasUsedTx,GasUsedTxMean,HashRate,RevHashNtv,RevHashRateNtv,RevHashRateUSD,SplyAdrBalUSD1M,TxCnt,TxTfrValMedUSD
49,2015-09-17,0.875,1669,12330,14799,10704,13421,8560,64162506.98001375,27431706.61371314,5771072493774,6040422718682.24,0.00091875,7.486958317523566,53041.41447248338,58189.40200819421,147106346,27404.3118479881,0.336290284200289,0.875710228771,75661.36376582726,66203.69329509886,13539853.819842627,5368,2.6240812499999913
50,2015-09-18,0.85226,1643,12356,14862,10705,13470,8573,62517083.691199325,27365018.51571128,5554883577537,5652727817263.35,0.000894873,10.086344601878308,105276.1840412162,71945.16557710731,212949263,36702.7340572216,0.320001546942883,0.936991042271,80956.02605224332,68995.58276328488,13493399.316106176,5802,1.8732921107131304
51,2015-09-19,0.883689479836353,1551,12381,14891,10729,13502,8594,64846601.67246629,27618244.671157997,5789606409462,5548291301467.73,0.0009278739538281,7.053790030257969,27106.710899267076,15776.8130725437,151038683,29017.9986551393,0.326124469603719,0.965149622161,83388.92735469481,73689.91783818167,13600501.269230256,5205,1.7677095302333232
52,2015-09-20,0.94116,1636,12398,14922,10745,13524,8601,69090220.04655935,27929618.831346422,6533964944180,6202288372044.1,0.000988218,10.324191532197004,30185.6689428252,20861.80499673192,206446103,32247.1263667604,0.380795665300636,0.850850808557,73513.50985933885,69187.97493921535,14682391.159019863,6402,1.6743191304476996
53,2015-09-21,0.94116,1699,12417,14951,10750,13536,8592,69115303.72523434,27994090.553100247,6668567418347,6541475961494.77,0.000988218,9.581707085137852,67362.7813029901,16580.144634750854,190902398,30277.9378271213,0.38425813318929,0.803076321542,69385.79418124343,65303.134051619054,14702622.308648782,6305,1.431233558225081
54,2015-09-22,0.80588,1712,12414,14955,10758,13527,8611,59202092.99863969,27465822.990217406,6759595756571,6624026779678.03,0.000846174,9.190372514367672,33195.537203990614,25814.700515431326,211491983,31083.4778071723,0.387369987115674,0.788248839116,68104.69969966455,54884.21539396566,13611921.319498705,6804,0.9730757301888
55,2015-09-23,0.91,1878,12429,15045,10774,13617,8625,66875668.8310893,27946370.905902673,7055478507749,6895375007164.62,0.0009555,9.737243065360776,40844.68453097817,25692.6005518637,198471252,26805.9497568882,0.412255178551145,0.760580836389,65714.18426401609,59799.90768025465,13603436.460383104,7404,1.175592228144707
56,2015-09-24,0.8,1754,12442,15105,10754,13637,8621,58812905.399584,27549998.50506916,6952113414449,7029217239891.82,0.00084,8.255605013201059,124143.33157985409,81482.04067747825,183782502,29528.0369537275,0.40859970523688,0.74770104213,64601.37004005847,51681.09603204677,13586300.652393173,6224,1.6
57,2015-09-25,0.68233,1701,12486,15136,10779,13675,8630,50180687.432132065,27264455.884176,7168415486574,6977082570624.82,0.0007164465,6.711803809120662,125562.62842046224,129563.96991481492,178617418,30527.6735600752,0.413975504474069,0.755246704162,65253.31523959332,44524.294587431716,13639761.615922354,5851,1.4575230933032
58,2015-09-26,0.77032,1556,12493,15163,10797,13689,8649,56671707.129159436,27680407.011272967,7255735433571,7226850619903.66,0.000808836,7.155615315411354,71970.36730904925,68488.13356016694,160320021,27140.6841036059,0.412415443726036,0.727410658332,62848.28087984204,48413.28772735992,13608073.720616432,5907,1.392762845709362
59,2015-09-27,0.700769905318527,1537,12499,15189,10793,13704,8654,51572500.0708441,27509926.07946596,7059454584749,7252906515025.07,0.0007358084005844,5.903194897973774,72456.37885854006,83177.2409855459,165754018,28776.7392361111,0.400885724259864,0.722344879632,62410.59760020821,43735.4685711706,13628828.190861246,5760,1.2730009576077213
60,2015-09-28,0.604208065458796,1692,12544,15257,10808,13763,8646,44481055.093760915,27190068.36909444,6405284077299,6747096187571.01,0.0006344184687317,5.602426607072876,174874.13193774965,75823.42813156453,171799357,28058.0364200555,0.370098828603301,0.773175960599,66802.40299574076,40362.5506820554,13641993.824706104,6123,1.215301516853302
61,2015-09-29,0.68163,1676,12529,15288,10798,13771,8632,50197370.450510554,27647692.551659513,5766572950633,6057282503508.36,0.0007157115,6.051053371435426,44253.55007718635,58626.15931290478,155322802,27069.1533635413,0.32535643116244,0.867053538071,74913.42568929201,51063.23835259211,13733410.768577125,5738,1.3881829966266
62,2015-09-30,0.713644313851549,1633,12553,15335,10811,13801,8639,52572915.59156994,27853637.671445407,5448599135063,5625252282980.11,0.0007493265295441,5.984141015919504,102074.2497909958,34300.69017788238,161315703,27481.3804088586,0.309850132700053,0.937799748347,81025.8982571396,57823.67156592182,13839132.025363192,5870,1.6459547976199744
63,2015-10-01,0.654722555230859,1622,12563,15348,10825,13826,8648,48250207.57113145,27651889.413656432,5922281950460,5652882534058.78,0.0006874586829924,5.740574276842349,67331.69343969348,82914.43647556416,167413168,26072.756268494,0.340903319439569,0.931308332132,80465.03989623363,52682.276527615104,13751049.50704995,6421,1.32620985437064
64,2015-10-02,0.66467,1521,12580,15389,10828,13846,8666,49001179.376069054,27747807.1136324,6181529805617,5981731817266.55,0.0006979035,6.490699732896955,37081.94385678681,18139.07146291372,175336965,28919.1761504206,0.356107406300401,0.875038039279,75603.28659368459,50251.23650022434,13752395.284568984,6063,1.32934
65,2015-10-03,0.6796,1528,12618,15475,10853,13917,8682,50119835.2871341,27826966.55263323,6345945017870,6290812311294.69,0.00071358,6.654404228486084,25632.91547223478,22438.31107698,176738025,28916.5616819372,0.369863477061816,0.828119050125,71549.48593083603,48625.03063859617,13749889.485835481,6112,1.19500096052
66,2015-10-04,0.60954,1520,12644,15527,10845,13945,8689,44968509.986859284,25432862.155741565,6219579639704,6205739662280.57,0.000640017,5.749136043536239,24225.3217875303,19431.004028851126,175625589,26513.5249094203,0.351039142294178,0.840414489781,72611.8119170457,44259.80383591604,13600013.461765954,6624,0.7407257900538
67,2015-10-05,0.60777,1577,12698,15575,10888,14002,8714,44853814.32672834,25440685.996076535,6428856045865,6284591115849.0,0.0006381585,6.981316334489232,29865.38377954125,41604.67242795691,217225401,34595.5408504539,0.364383174429479,0.830562707941,71760.61796609609,43613.95078125423,13564924.549051413,6279,1.21831202377575
68,2015-10-06,0.65114,1555,12723,15636,10906,14041,8723,48070850.344731405,25666542.852652937,6089175906202,6276470353925.46,0.000683697,6.508339611756412,52142.50995036859,160088.20625150905,185466056,28718.8070610096,0.349124712624149,0.830335707542,71741.00513164626,46713.43808142015,13530328.361731473,6458,1.0209802142092
69,2015-10-07,0.6,1512,12743,15682,10915,14073,8730,44311085.455938,25468477.695413083,5973670381327,5983537715400.75,0.00063,7.309793952426462,57734.079891395966,47714.427385062,227483136,31945.3919393344,0.346501368036553,0.873338995534,75456.48921409898,45273.893528459375,13539515.935501475,7121,0.88069896
70,2015-10-08,0.633798841028638,1460,12735,15703,10907,14078,8740,46824163.15380946,25702691.903468743,6159510934256,5977784444865.15,0.00066548878308,7.588431292568489,89137.94559649433,39803.164468120165,206603046,29830.0672827029,0.356495289911204,0.869784829157,75149.40923915507,47629.6084797633,13580546.388078274,6926,1.0111773370822703
71,2015-10-09,0.635190847457627,1490,12764,15758,10919,14119,8746,46943169.12292179,25773839.349943414,6255905784456,6122631614308.7,0.0006669503898305,7.183512009618252,58535.634365657505,55884.891707542134,180944156,26755.0134555671,0.347612594199429,0.847804020556,73250.26737603203,46527.89941107956,13591735.530244801,6763,1.0604932640921536
72,2015-10-10,0.635190847457627,1408,12803,15795,10948,14152,8767,46959366.29103482,25813157.121936128,6001003274861,6031582042943.69,0.0006669503898305,7.2302577574869344,21538.65741930728,21976.75616875652,174240457,26687.1583703477,0.341791045590625,0.86388166485,74639.37584301899,47410.24839543557,13581800.455115803,6529,0.9302619056307324
73,2015-10-11,0.59931,1434,12794,15803,10944,14138,8781,44322597.72193554,25725405.82696211,6178694969553,6139498339883.52,0.0006292755,5.393067591217018,16766.539336167836,46748.012314086765,154497993,25651.3353810393,0.360582401138147,0.851118897977,73536.6727852043,44071.2633669008,13569886.221457932,6023,0.8832284925047496
74,2015-10-12,0.63,1483,12809,15839,10937,14146,8771,46609195.1256099,25944562.416228577,6272144944853,6145002740253.93,0.0006615,6.743398612114868,68292.51410769089,65233.2465018108,200001725,30335.4656453815,0.366284833687559,0.847298184578,73206.56314750266,46120.13478292668,13577927.388000622,6593,1.2612315933
75,2015-10-13,0.601639343658679,1624,12847,15976,10968,14183,8786,44527037.64569004,25926865.532453492,6354615181665,6356692057707.85,0.0006317213108416,7.41415131955937,76604.29000430547,72043.98344486386,223630692,32800.0428278087,0.375906095792244,0.821490516559,70976.78063072819,42702.42371367735,13539487.258433076,6818,1.2071552240839605
76,2015-10-14,0.483236302162478,1708,12858,16131,10968,14213,8774,35776589.693225875,25621310.168466035,6469817240920,6482464932997.01,0.0005073981172706,5.717651212518126,203551.34008284495,174157.21981660748,193279995,28298.6815519766,0.370330046490726,0.809071118397,69903.74462950682,33780.02706207306,13434466.63422108,6830,0.8794282156890331
77,2015-10-15,0.559861985973115,1636,12901,16287,10981,14270,8779,41463940.65984188,24568101.722137537,6127885182677,6209364513561.1,0.0005878550852717,10.564788190389995,42028.92943253289,38950.73884323153,347607211,53486.2611170949,0.353976829480264,0.838009283199,72404.00206841974,40536.248390427005,13438411.58091918,6499,1.0728437717894153
78,2015-10-16,0.525,1508,12898,16302,10968,14271,8793,38895383.7231645,24546300.145111855,5806888805954,5814901770906.31,0.00055125,11.119209436465264,53865.37545250255,51565.83910859077,400824348,58988.1306843267,0.328686802505119,0.896616020854,77467.62420176285,40670.502705925486,13446141.92855518,6795,0.80854369575
